to,from,ID
26,109,4139
26,108,4140
26,103,4141
26,102,4142
26,101,4143
26,100,4144
26,107,4145
26,106,4146
26,105,4147
26,104,4148
24,53,4149
54,88,4150
54,89,4151
47,102,4152
47,103,4153
47,104,4154
47,105,4155
47,106,4156
47,107,4157
54,80,4158
54,81,4159
54,82,4160
54,83,4161
54,84,4162
54,85,4163
54,86,4164
54,87,4165
8,10,4166
89,119,4167
89,118,4168
89,111,4169
89,110,4170
89,113,4171
89,112,4172
89,115,4173
89,114,4174
89,117,4175
89,116,4176
87,113,4177
87,112,4178
87,111,4179
87,110,4180
87,117,4181
87,116,4182
87,115,4183
87,114,4184
87,119,4185
87,118,4186
31,130,4187
8,18,4188
19,145,4189
19,144,4190
19,141,4191
19,140,4192
19,143,4193
19,142,4194
56,68,4195
23,83,4196
56,102,4197
56,103,4198
56,100,4199
56,101,4200
56,106,4201
56,107,4202
56,104,4203
56,105,4204
56,108,4205
56,109,4206
56,62,4207
24,59,4208
56,63,4209
126,136,4210
126,137,4211
126,134,4212
126,135,4213
126,132,4214
126,133,4215
126,130,4216
126,131,4217
126,138,4218
126,139,4219
102,127,4220
102,126,4221
102,125,4222
102,124,4223
102,123,4224
53,57,4225
102,121,4226
102,120,4227
53,58,4228
53,59,4229
102,129,4230
102,128,4231
14,70,4232
14,76,4233
3,58,4234
3,59,4235
3,52,4236
3,53,4237
3,50,4238
3,51,4239
3,56,4240
3,57,4241
3,54,4242
3,55,4243
79,91,4244
19,58,4245
19,59,4246
19,54,4247
19,55,4248
19,56,4249
19,57,4250
19,50,4251
19,51,4252
19,52,4253
19,53,4254
36,79,4255
47,100,4256
47,101,4257
36,71,4258
36,70,4259
36,73,4260
36,72,4261
36,75,4262
36,74,4263
36,77,4264
36,76,4265
23,25,4266
95,120,4267
47,108,4268
30,139,4269
30,138,4270
47,109,4271
30,133,4272
30,132,4273
30,131,4274
30,130,4275
30,137,4276
8,127,4277
30,135,4278
30,134,4279
23,27,4280
16,142,4281
16,143,4282
16,140,4283
16,141,4284
16,144,4285
16,145,4286
37,109,4287
37,108,4288
37,105,4289
37,104,4290
37,107,4291
37,106,4292
37,101,4293
37,100,4294
37,103,4295
37,102,4296
98,128,4297
98,129,4298
98,126,4299
98,127,4300
98,124,4301
98,125,4302
98,122,4303
98,123,4304
98,120,4305
98,121,4306
71,143,4307
71,142,4308
71,141,4309
71,140,4310
71,145,4311
71,144,4312
29,40,4313
29,41,4314
29,42,4315
29,43,4316
29,44,4317
29,45,4318
29,46,4319
29,47,4320
29,48,4321
29,49,4322
70,79,4323
70,78,4324
27,88,4325
38,144,4326
27,89,4327
38,142,4328
38,143,4329
79,138,4330
79,139,4331
79,136,4332
79,137,4333
79,134,4334
79,135,4335
79,132,4336
79,133,4337
79,130,4338
79,131,4339
20,129,4340
20,128,4341
20,127,4342
20,126,4343
20,125,4344
20,124,4345
20,123,4346
20,122,4347
20,121,4348
20,120,4349
36,140,4350
36,141,4351
36,142,4352
36,143,4353
36,144,4354
36,145,4355
18,139,4356
18,138,4357
14,137,4358
14,136,4359
14,139,4360
93,140,4361
14,138,4362
24,69,4363
24,68,4364
24,65,4365
24,64,4366
57,145,4367
57,144,4368
57,143,4369
57,142,4370
57,141,4371
57,140,4372
62,92,4373
62,93,4374
62,90,4375
62,91,4376
62,96,4377
62,97,4378
62,94,4379
62,95,4380
35,143,4381
35,142,4382
35,141,4383
35,140,4384
35,145,4385
35,144,4386
140,143,4387
140,142,4388
140,141,4389
140,145,4390
140,144,4391
69,135,4392
69,134,4393
69,137,4394
69,136,4395
69,131,4396
69,130,4397
69,133,4398
69,132,4399
69,139,4400
69,138,4401
76,117,4402
76,116,4403
76,115,4404
76,114,4405
76,113,4406
76,112,4407
76,111,4408
76,110,4409
76,119,4410
76,118,4411
73,116,4412
73,117,4413
73,114,4414
73,115,4415
73,112,4416
73,113,4417
73,110,4418
73,111,4419
73,118,4420
73,119,4421
63,117,4422
27,119,4423
27,118,4424
11,54,4425
11,55,4426
11,56,4427
11,57,4428
11,50,4429
11,51,4430
11,52,4431
11,53,4432
11,58,4433
11,59,4434
92,111,4435
92,110,4436
92,113,4437
92,112,4438
92,115,4439
92,114,4440
92,117,4441
92,116,4442
92,119,4443
92,118,4444
44,73,4445
45,68,4446
30,46,4447
30,47,4448
30,44,4449
30,45,4450
30,42,4451
30,43,4452
30,40,4453
30,41,4454
44,78,4455
30,48,4456
30,49,4457
27,117,4458
52,109,4459
8,39,4460
8,38,4461
8,31,4462
8,30,4463
8,33,4464
8,32,4465
8,35,4466
8,34,4467
8,37,4468
8,36,4469
133,145,4470
133,144,4471
133,141,4472
133,140,4473
133,143,4474
133,142,4475
89,133,4476
89,132,4477
89,131,4478
89,130,4479
89,137,4480
89,136,4481
89,135,4482
89,134,4483
89,139,4484
89,138,4485
31,114,4486
31,115,4487
31,116,4488
31,117,4489
31,110,4490
31,111,4491
31,112,4492
31,113,4493
31,118,4494
31,119,4495
62,145,4496
86,94,4497
86,95,4498
86,96,4499
86,97,4500
86,90,4501
86,91,4502
86,92,4503
86,93,4504
86,98,4505
86,99,4506
62,144,4507
56,128,4508
56,129,4509
56,124,4510
56,125,4511
56,126,4512
56,127,4513
56,120,4514
56,121,4515
56,122,4516
56,123,4517
3,129,4518
3,128,4519
3,125,4520
3,124,4521
3,127,4522
3,126,4523
3,121,4524
3,120,4525
3,123,4526
3,122,4527
62,142,4528
53,78,4529
53,79,4530
102,103,4531
102,105,4532
102,104,4533
51,118,4534
51,119,4535
51,116,4536
53,71,4537
51,114,4538
53,73,4539
53,74,4540
53,75,4541
53,76,4542
53,77,4543
18,75,4544
18,74,4545
18,77,4546
18,76,4547
16,30,4548
18,70,4549
18,73,4550
62,140,4551
18,79,4552
18,78,4553
63,137,4554
63,136,4555
114,128,4556
114,129,4557
114,122,4558
114,123,4559
114,120,4560
114,121,4561
114,126,4562
114,127,4563
114,124,4564
114,125,4565
19,38,4566
107,143,4567
19,32,4568
19,33,4569
19,30,4570
19,31,4571
19,36,4572
19,37,4573
19,34,4574
19,35,4575
99,101,4576
81,144,4577
8,100,4578
8,101,4579
8,102,4580
8,103,4581
8,104,4582
8,105,4583
8,106,4584
8,107,4585
8,108,4586
8,109,4587
81,143,4588
3,30,4589
3,31,4590
3,32,4591
3,33,4592
3,34,4593
3,35,4594
3,36,4595
3,37,4596
3,38,4597
3,39,4598
7,117,4599
117,125,4600
117,124,4601
117,127,4602
117,126,4603
117,121,4604
117,120,4605
117,123,4606
117,122,4607
117,129,4608
117,128,4609
36,57,4610
36,56,4611
36,55,4612
36,54,4613
36,53,4614
36,52,4615
36,51,4616
36,50,4617
53,56,4618
36,59,4619
102,122,4620
37,127,4621
23,24,4622
37,125,4623
37,124,4624
37,123,4625
53,54,4626
37,121,4627
37,120,4628
53,55,4629
23,26,4630
37,129,4631
37,128,4632
83,126,4633
83,127,4634
83,124,4635
83,125,4636
83,122,4637
83,123,4638
83,120,4639
83,121,4640
83,128,4641
83,129,4642
98,108,4643
98,109,4644
98,100,4645
98,101,4646
98,102,4647
98,103,4648
98,104,4649
98,105,4650
98,106,4651
98,107,4652
79,118,4653
79,119,4654
22,127,4655
22,126,4656
22,121,4657
22,120,4658
22,123,4659
22,122,4660
79,110,4661
79,111,4662
79,112,4663
79,113,4664
79,114,4665
79,115,4666
79,116,4667
79,117,4668
20,141,4669
20,140,4670
20,143,4671
20,142,4672
20,145,4673
20,144,4674
75,81,4675
75,80,4676
36,128,4677
36,129,4678
75,85,4679
75,84,4680
75,87,4681
75,86,4682
36,122,4683
36,123,4684
36,120,4685
36,121,4686
36,126,4687
36,127,4688
36,124,4689
36,125,4690
21,88,4691
21,89,4692
21,84,4693
21,85,4694
21,86,4695
21,87,4696
21,80,4697
21,81,4698
21,82,4699
21,83,4700
67,86,4701
67,87,4702
67,84,4703
67,85,4704
67,82,4705
67,83,4706
67,80,4707
67,81,4708
67,88,4709
67,89,4710
57,129,4711
57,128,4712
24,49,4713
24,48,4714
24,116,4715
24,117,4716
24,114,4717
24,115,4718
24,43,4719
57,120,4720
57,123,4721
24,40,4722
57,125,4723
57,124,4724
24,45,4725
57,126,4726
109,140,4727
129,135,4728
129,134,4729
129,137,4730
129,136,4731
129,131,4732
129,130,4733
69,119,4734
69,118,4735
69,117,4736
69,116,4737
69,115,4738
69,114,4739
129,139,4740
129,138,4741
69,111,4742
69,110,4743
68,89,4744
68,88,4745
59,61,4746
59,60,4747
73,132,4748
59,62,4749
59,65,4750
59,64,4751
59,67,4752
59,66,4753
59,69,4754
59,68,4755
68,85,4756
68,84,4757
62,98,4758
17,18,4759
17,19,4760
45,55,4761
45,54,4762
45,57,4763
45,56,4764
45,51,4765
45,50,4766
45,53,4767
45,52,4768
45,59,4769
45,58,4770
12,58,4771
45,86,4772
65,140,4773
65,141,4774
65,142,4775
65,143,4776
65,144,4777
65,145,4778
12,119,4779
12,118,4780
41,104,4781
41,105,4782
41,102,4783
41,103,4784
41,100,4785
12,54,4786
12,111,4787
12,110,4788
12,113,4789
12,112,4790
12,115,4791
12,114,4792
41,108,4793
41,109,4794
45,87,4795
6,27,4796
12,51,4797
6,21,4798
11,32,4799
11,33,4800
11,30,4801
11,31,4802
11,36,4803
6,22,4804
11,34,4805
11,35,4806
11,38,4807
12,52,4808
6,82,4809
6,83,4810
92,139,4811
92,138,4812
6,86,4813
6,87,4814
6,84,4815
6,85,4816
92,133,4817
92,132,4818
6,88,4819
92,130,4820
92,137,4821
92,136,4822
92,135,4823
92,134,4824
45,85,4825
62,132,4826
62,133,4827
62,130,4828
62,131,4829
62,136,4830
62,137,4831
62,134,4832
62,135,4833
30,64,4834
30,65,4835
62,138,4836
62,139,4837
30,60,4838
30,61,4839
30,62,4840
30,63,4841
5,18,4842
5,19,4843
5,14,4844
5,15,4845
5,16,4846
5,17,4847
5,10,4848
5,11,4849
5,12,4850
5,13,4851
136,140,4852
136,141,4853
136,142,4854
136,143,4855
136,144,4856
136,145,4857
95,103,4858
19,109,4859
19,108,4860
19,101,4861
19,100,4862
19,103,4863
19,102,4864
19,105,4865
19,104,4866
19,107,4867
19,106,4868
33,76,4869
104,143,4870
33,74,4871
33,75,4872
33,72,4873
33,73,4874
33,70,4875
104,142,4876
66,105,4877
33,78,4878
33,79,4879
104,140,4880
3,109,4881
3,108,4882
104,145,4883
3,103,4884
3,102,4885
3,101,4886
3,100,4887
3,107,4888
3,106,4889
3,105,4890
3,104,4891
16,79,4892
16,78,4893
5,78,4894
5,79,4895
16,72,4896
51,138,4897
51,139,4898
16,71,4899
51,130,4900
51,131,4901
51,132,4902
51,133,4903
51,134,4904
51,135,4905
51,136,4906
51,137,4907
18,53,4908
18,52,4909
18,51,4910
18,50,4911
18,57,4912
18,56,4913
18,55,4914
18,54,4915
18,59,4916
18,58,4917
43,68,4918
43,69,4919
43,62,4920
43,63,4921
43,60,4922
43,61,4923
43,66,4924
43,67,4925
43,64,4926
43,65,4927
48,136,4928
48,137,4929
48,134,4930
48,135,4931
97,129,4932
97,128,4933
48,130,4934
48,131,4935
97,125,4936
97,124,4937
97,127,4938
97,126,4939
97,121,4940
97,120,4941
97,123,4942
97,122,4943
115,126,4944
36,78,4945
45,63,4946
109,120,4947
109,121,4948
109,122,4949
109,123,4950
109,124,4951
109,125,4952
109,126,4953
109,127,4954
109,128,4955
109,129,4956
3,18,4957
3,19,4958
3,16,4959
3,17,4960
3,14,4961
3,15,4962
3,12,4963
3,13,4964
3,10,4965
3,11,4966
7,143,4967
7,142,4968
7,141,4969
7,140,4970
7,145,4971
7,144,4972
18,143,4973
37,141,4974
37,140,4975
37,143,4976
37,142,4977
37,145,4978
37,144,4979
83,100,4980
83,101,4981
83,102,4982
83,103,4983
83,104,4984
83,105,4985
83,106,4986
83,107,4987
83,108,4988
83,109,4989
18,95,4990
76,90,4991
70,119,4992
70,118,4993
70,115,4994
70,114,4995
70,117,4996
70,116,4997
70,111,4998
70,110,4999
70,113,5000
70,112,5001
55,145,5002
55,144,5003
55,141,5004
55,140,5005
55,143,5006
55,142,5007
29,84,5008
29,85,5009
29,86,5010
29,87,5011
29,80,5012
29,81,5013
29,82,5014
29,83,5015
29,88,5016
29,89,5017
70,95,5018
70,94,5019
70,97,5020
70,96,5021
70,91,5022
70,90,5023
70,93,5024
70,92,5025
5,145,5026
70,99,5027
70,98,5028
5,144,5029
75,140,5030
62,74,5031
38,108,5032
38,109,5033
22,109,5034
22,108,5035
22,107,5036
22,106,5037
22,105,5038
22,104,5039
22,103,5040
22,102,5041
22,101,5042
22,100,5043
36,104,5044
36,105,5045
36,106,5046
36,107,5047
36,100,5048
36,101,5049
36,102,5050
36,103,5051
62,70,5052
36,108,5053
8,128,5054
62,71,5055
18,94,5056
8,129,5057
62,72,5058
62,73,5059
8,122,5060
8,123,5061
8,120,5062
88,145,5063
88,144,5064
88,143,5065
88,142,5066
88,141,5067
88,140,5068
132,144,5069
8,126,5070
132,140,5071
132,141,5072
132,142,5073
30,136,5074
8,124,5075
8,125,5076
24,138,5077
24,139,5078
24,134,5079
75,88,5080
24,136,5081
24,137,5082
24,130,5083
24,131,5084
24,132,5085
24,133,5086
14,39,5087
14,38,5088
14,35,5089
14,34,5090
14,37,5091
14,36,5092
14,31,5093
14,30,5094
14,33,5095
14,32,5096
131,145,5097
131,144,5098
131,143,5099
131,142,5100
131,141,5101
131,140,5102
57,103,5103
57,102,5104
57,101,5105
57,100,5106
57,107,5107
57,106,5108
57,105,5109
57,104,5110
24,29,5111
57,109,5112
57,108,5113
33,118,5114
33,119,5115
33,112,5116
33,113,5117
33,110,5118
33,111,5119
33,116,5120
33,117,5121
33,114,5122
33,115,5123
16,95,5124
16,94,5125
16,97,5126
16,96,5127
16,91,5128
16,90,5129
16,93,5130
16,92,5131
107,117,5132
45,79,5133
45,78,5134
16,99,5135
16,98,5136
135,143,5137
135,142,5138
135,141,5139
135,140,5140
135,145,5141
135,144,5142
12,133,5143
12,132,5144
12,131,5145
12,130,5146
12,137,5147
12,136,5148
12,135,5149
12,134,5150
12,139,5151
12,138,5152
41,120,5153
41,121,5154
41,122,5155
41,123,5156
41,124,5157
41,125,5158
41,126,5159
41,127,5160
41,128,5161
41,129,5162
18,92,5163
11,18,5164
11,19,5165
11,12,5166
11,13,5167
11,14,5168
11,15,5169
11,16,5170
11,17,5171
12,99,5172
12,98,5173
12,91,5174
12,90,5175
12,93,5176
12,92,5177
12,95,5178
12,94,5179
12,97,5180
12,96,5181
94,143,5182
62,118,5183
62,119,5184
62,114,5185
62,115,5186
62,116,5187
62,117,5188
62,110,5189
62,111,5190
62,112,5191
62,113,5192
65,122,5193
65,123,5194
65,120,5195
65,121,5196
65,126,5197
65,127,5198
65,124,5199
65,125,5200
65,128,5201
65,129,5202
5,38,5203
5,39,5204
5,32,5205
5,33,5206
5,30,5207
5,31,5208
5,36,5209
5,37,5210
5,34,5211
5,35,5212
121,139,5213
121,138,5214
121,135,5215
121,134,5216
121,137,5217
121,136,5218
121,131,5219
121,130,5220
121,133,5221
121,132,5222
46,65,5223
46,64,5224
46,67,5225
46,66,5226
46,61,5227
46,60,5228
46,63,5229
46,62,5230
46,69,5231
46,68,5232
21,131,5233
21,130,5234
21,133,5235
21,132,5236
21,135,5237
21,134,5238
21,137,5239
21,136,5240
21,139,5241
21,138,5242
104,109,5243
104,108,5244
8,26,5245
15,17,5246
8,27,5247
8,24,5248
13,56,5249
13,57,5250
13,54,5251
13,55,5252
13,52,5253
13,53,5254
19,125,5255
13,51,5256
31,125,5257
19,129,5258
19,128,5259
13,58,5260
13,59,5261
93,129,5262
93,128,5263
8,20,5264
93,121,5265
93,120,5266
93,123,5267
93,122,5268
93,125,5269
93,124,5270
93,127,5271
93,126,5272
33,58,5273
33,59,5274
33,54,5275
33,55,5276
33,56,5277
33,57,5278
33,50,5279
33,51,5280
33,52,5281
33,53,5282
50,79,5283
50,78,5284
79,97,5285
50,71,5286
50,70,5287
50,73,5288
50,72,5289
50,75,5290
50,74,5291
50,77,5292
50,76,5293
79,95,5294
79,92,5295
79,93,5296
79,90,5297
9,31,5298
102,145,5299
102,144,5300
102,141,5301
102,140,5302
102,143,5303
102,142,5304
79,98,5305
104,110,5306
79,99,5307
18,39,5308
18,38,5309
18,31,5310
18,30,5311
18,33,5312
18,32,5313
18,35,5314
18,34,5315
18,37,5316
18,36,5317
104,111,5318
43,85,5319
97,107,5320
97,106,5321
97,105,5322
97,104,5323
97,103,5324
97,102,5325
97,101,5326
97,100,5327
97,109,5328
97,108,5329
48,110,5330
48,111,5331
48,112,5332
48,113,5333
48,114,5334
48,115,5335
48,116,5336
48,117,5337
48,118,5338
48,119,5339
57,59,5340
50,139,5341
50,138,5342
43,44,5343
43,45,5344
43,46,5345
43,47,5346
50,131,5347
50,130,5348
50,133,5349
50,132,5350
50,135,5351
50,134,5352
50,137,5353
50,136,5354
18,71,5355
47,113,5356
7,121,5357
7,120,5358
7,123,5359
7,122,5360
7,125,5361
7,124,5362
7,127,5363
7,126,5364
7,129,5365
7,128,5366
36,99,5367
36,98,5368
36,93,5369
36,92,5370
36,91,5371
36,90,5372
36,97,5373
36,96,5374
36,95,5375
36,94,5376
64,77,5377
98,144,5378
98,145,5379
98,140,5380
98,141,5381
98,142,5382
98,143,5383
88,92,5384
88,93,5385
88,90,5386
88,91,5387
88,96,5388
88,97,5389
88,94,5390
88,95,5391
88,98,5392
88,99,5393
64,79,5394
38,124,5395
38,125,5396
38,126,5397
38,127,5398
38,120,5399
38,121,5400
38,122,5401
38,123,5402
38,128,5403
38,129,5404
43,84,5405
70,137,5406
70,136,5407
70,135,5408
70,134,5409
70,133,5410
70,132,5411
70,131,5412
70,130,5413
70,139,5414
70,138,5415
8,121,5416
43,86,5417
88,121,5418
88,120,5419
88,123,5420
88,122,5421
88,125,5422
88,124,5423
88,127,5424
88,126,5425
88,129,5426
88,128,5427
43,87,5428
43,80,5429
43,81,5430
85,120,5431
58,92,5432
85,122,5433
14,19,5434
85,123,5435
43,82,5436
85,124,5437
14,17,5438
14,16,5439
14,15,5440
85,125,5441
85,126,5442
85,127,5443
43,83,5444
33,134,5445
33,135,5446
33,136,5447
33,137,5448
33,130,5449
33,131,5450
33,132,5451
33,133,5452
38,141,5453
33,138,5454
33,139,5455
94,107,5456
25,139,5457
25,138,5458
25,135,5459
25,134,5460
25,137,5461
25,136,5462
25,131,5463
25,130,5464
25,133,5465
25,132,5466
5,8,5467
5,9,5468
41,142,5469
41,143,5470
41,140,5471
41,141,5472
41,144,5473
41,145,5474
9,112,5475
9,113,5476
9,110,5477
9,111,5478
9,116,5479
9,117,5480
9,114,5481
9,115,5482
9,118,5483
9,119,5484
107,126,5485
107,127,5486
107,124,5487
107,125,5488
107,122,5489
107,123,5490
107,120,5491
107,121,5492
39,41,5493
107,128,5494
107,129,5495
91,145,5496
91,144,5497
91,141,5498
91,140,5499
91,143,5500
91,142,5501
74,95,5502
86,89,5503
74,94,5504
86,88,5505
65,108,5506
65,109,5507
65,104,5508
65,105,5509
65,106,5510
65,107,5511
65,100,5512
65,101,5513
65,102,5514
65,103,5515
26,45,5516
26,44,5517
26,47,5518
26,46,5519
26,41,5520
26,40,5521
26,43,5522
26,42,5523
111,141,5524
111,140,5525
111,143,5526
111,142,5527
26,49,5528
26,48,5529
39,48,5530
32,75,5531
15,83,5532
32,77,5533
32,76,5534
32,71,5535
32,70,5536
32,73,5537
15,82,5538
32,79,5539
15,81,5540
15,80,5541
46,47,5542
15,87,5543
46,49,5544
46,48,5545
15,86,5546
15,85,5547
15,84,5548
104,121,5549
104,120,5550
116,131,5551
116,130,5552
116,137,5553
104,124,5554
116,135,5555
116,134,5556
104,129,5557
104,128,5558
21,111,5559
21,110,5560
66,129,5561
66,128,5562
21,115,5563
21,114,5564
5,50,5565
5,51,5566
5,52,5567
5,53,5568
5,54,5569
5,55,5570
5,56,5571
5,57,5572
5,58,5573
5,59,5574
93,103,5575
93,102,5576
93,101,5577
93,100,5578
93,107,5579
93,106,5580
93,105,5581
93,104,5582
13,74,5583
13,75,5584
93,109,5585
93,108,5586
13,70,5587
49,115,5588
13,72,5589
13,73,5590
122,132,5591
122,133,5592
122,130,5593
122,131,5594
122,136,5595
122,137,5596
122,134,5597
122,135,5598
122,138,5599
122,139,5600
60,89,5601
60,88,5602
74,82,5603
33,38,5604
33,39,5605
33,36,5606
33,37,5607
33,34,5608
33,35,5609
3,145,5610
3,144,5611
74,83,5612
3,142,5613
3,141,5614
3,140,5615
75,106,5616
18,19,5617
86,109,5618
86,108,5619
86,105,5620
86,104,5621
86,107,5622
86,106,5623
86,101,5624
86,100,5625
86,103,5626
86,102,5627
50,57,5628
50,56,5629
50,55,5630
50,54,5631
50,53,5632
50,52,5633
50,51,5634
5,61,5635
50,59,5636
50,58,5637
5,60,5638
52,84,5639
52,85,5640
52,82,5641
52,83,5642
52,80,5643
52,81,5644
80,98,5645
80,99,5646
80,92,5647
80,93,5648
80,90,5649
80,91,5650
80,96,5651
80,97,5652
80,94,5653
80,95,5654
50,113,5655
50,112,5656
50,111,5657
50,110,5658
50,117,5659
50,116,5660
50,115,5661
50,114,5662
78,86,5663
78,87,5664
50,119,5665
50,118,5666
78,82,5667
78,83,5668
78,80,5669
78,81,5670
24,67,5671
24,66,5672
24,61,5673
24,60,5674
24,63,5675
7,109,5676
7,108,5677
7,107,5678
7,106,5679
7,105,5680
24,62,5681
7,103,5682
7,102,5683
7,101,5684
7,100,5685
83,144,5686
83,145,5687
83,140,5688
102,132,5689
83,142,5690
83,143,5691
102,133,5692
42,143,5693
13,145,5694
13,144,5695
13,143,5696
13,142,5697
13,141,5698
13,140,5699
42,145,5700
42,144,5701
102,138,5702
102,139,5703
45,144,5704
45,145,5705
45,142,5706
45,143,5707
45,140,5708
45,141,5709
55,109,5710
55,108,5711
55,101,5712
55,100,5713
55,103,5714
55,102,5715
55,105,5716
55,104,5717
128,129,5718
55,106,5719
64,83,5720
64,82,5721
64,81,5722
64,80,5723
64,87,5724
64,86,5725
64,85,5726
64,84,5727
64,89,5728
64,88,5729
37,38,5730
37,39,5731
22,143,5732
22,142,5733
22,141,5734
22,140,5735
22,145,5736
22,144,5737
118,119,5738
21,29,5739
21,26,5740
21,27,5741
21,24,5742
21,25,5743
21,22,5744
21,23,5745
88,109,5746
88,108,5747
88,103,5748
88,102,5749
88,101,5750
88,100,5751
88,107,5752
88,106,5753
88,105,5754
88,104,5755
62,75,5756
62,76,5757
23,86,5758
23,87,5759
23,84,5760
23,85,5761
23,82,5762
56,69,5763
23,80,5764
23,81,5765
56,64,5766
56,65,5767
56,66,5768
56,67,5769
56,60,5770
56,61,5771
23,88,5772
23,89,5773
31,89,5774
31,88,5775
31,81,5776
31,80,5777
31,83,5778
31,82,5779
31,85,5780
31,84,5781
31,87,5782
31,86,5783
14,71,5784
68,98,5785
14,73,5786
14,72,5787
14,75,5788
14,74,5789
14,77,5790
62,99,5791
14,79,5792
14,78,5793
57,121,5794
32,48,5795
32,49,5796
68,90,5797
68,91,5798
32,46,5799
18,135,5800
18,134,5801
18,137,5802
18,136,5803
18,131,5804
18,130,5805
18,133,5806
18,132,5807
27,82,5808
27,83,5809
27,80,5810
27,81,5811
27,86,5812
27,87,5813
27,84,5814
27,85,5815
25,117,5816
25,116,5817
25,115,5818
25,114,5819
25,113,5820
25,112,5821
25,111,5822
25,110,5823
68,97,5824
25,119,5825
25,118,5826
12,48,5827
40,138,5828
40,139,5829
40,136,5830
40,137,5831
40,134,5832
40,135,5833
40,132,5834
40,133,5835
40,130,5836
40,131,5837
12,46,5838
12,47,5839
12,44,5840
9,138,5841
9,139,5842
12,45,5843
9,130,5844
9,131,5845
9,132,5846
9,133,5847
9,134,5848
9,135,5849
9,136,5850
9,137,5851
55,76,5852
55,77,5853
55,74,5854
55,75,5855
55,72,5856
55,73,5857
55,70,5858
55,71,5859
12,41,5860
55,78,5861
55,79,5862
32,126,5863
32,127,5864
55,121,5865
107,140,5866
107,141,5867
107,142,5868
55,120,5869
107,144,5870
107,145,5871
32,122,5872
32,123,5873
32,120,5874
32,121,5875
26,63,5876
26,62,5877
26,61,5878
26,60,5879
26,67,5880
26,66,5881
26,65,5882
26,64,5883
26,69,5884
26,68,5885
32,53,5886
32,52,5887
32,51,5888
32,50,5889
32,57,5890
32,56,5891
32,55,5892
32,54,5893
68,87,5894
68,86,5895
32,59,5896
32,58,5897
68,83,5898
68,82,5899
68,81,5900
68,80,5901
12,59,5902
6,29,5903
12,55,5904
6,25,5905
6,26,5906
12,56,5907
6,20,5908
12,50,5909
12,53,5910
6,23,5911
116,119,5912
116,118,5913
66,109,5914
66,108,5915
66,107,5916
66,106,5917
104,141,5918
66,104,5919
66,103,5920
66,102,5921
66,101,5922
66,100,5923
111,123,5924
111,122,5925
111,121,5926
111,120,5927
111,127,5928
111,126,5929
111,125,5930
111,124,5931
5,76,5932
5,77,5933
111,129,5934
111,128,5935
5,72,5936
5,73,5937
5,70,5938
5,71,5939
13,18,5940
13,19,5941
13,16,5942
13,17,5943
13,14,5944
13,15,5945
60,69,5946
60,68,5947
60,65,5948
60,64,5949
60,67,5950
60,66,5951
60,61,5952
60,63,5953
60,62,5954
48,104,5955
16,69,5956
5,69,5957
5,68,5958
99,145,5959
99,144,5960
99,141,5961
99,140,5962
99,143,5963
99,142,5964
35,85,5965
35,84,5966
35,87,5967
35,86,5968
35,81,5969
35,80,5970
35,83,5971
35,82,5972
35,89,5973
35,88,5974
94,140,5975
94,141,5976
94,142,5977
16,63,5978
94,144,5979
94,145,5980
16,65,5981
86,127,5982
86,126,5983
86,125,5984
86,124,5985
86,123,5986
86,122,5987
86,121,5988
86,120,5989
86,129,5990
86,128,5991
85,99,5992
85,98,5993
85,95,5994
85,94,5995
85,97,5996
85,96,5997
85,91,5998
85,90,5999
85,93,6000
85,92,6001
61,97,6002
61,96,6003
61,95,6004
61,94,6005
61,93,6006
61,92,6007
61,91,6008
61,90,6009
61,99,6010
61,98,6011
97,143,6012
97,142,6013
97,141,6014
97,140,6015
97,145,6016
97,144,6017
51,54,6018
51,55,6019
58,93,6020
85,121,6021
58,91,6022
58,90,6023
58,97,6024
58,96,6025
58,95,6026
58,94,6027
85,128,6028
85,129,6029
58,99,6030
58,98,6031
43,88,6032
43,89,6033
51,58,6034
51,59,6035
34,48,6036
34,49,6037
34,42,6038
34,43,6039
34,40,6040
34,41,6041
34,46,6042
34,47,6043
34,44,6044
34,45,6045
77,112,6046
77,113,6047
77,110,6048
77,111,6049
77,116,6050
77,117,6051
77,114,6052
77,115,6053
77,118,6054
77,119,6055
116,117,6056
13,121,6057
13,120,6058
13,123,6059
13,122,6060
13,125,6061
13,124,6062
13,127,6063
13,126,6064
13,129,6065
13,128,6066
55,123,6067
55,122,6068
32,124,6069
32,125,6070
55,127,6071
55,126,6072
55,125,6073
55,124,6074
55,129,6075
55,128,6076
32,128,6077
32,129,6078
118,139,6079
118,138,6080
34,141,6081
118,131,6082
118,130,6083
118,133,6084
118,132,6085
118,135,6086
118,134,6087
118,137,6088
118,136,6089
77,141,6090
34,85,6091
6,46,6092
30,33,6093
38,99,6094
38,98,6095
38,91,6096
38,90,6097
38,93,6098
38,92,6099
38,95,6100
38,94,6101
38,97,6102
38,96,6103
123,144,6104
123,145,6105
123,142,6106
123,143,6107
123,140,6108
123,141,6109
6,44,6110
65,93,6111
65,92,6112
65,91,6113
65,90,6114
65,97,6115
65,96,6116
65,95,6117
65,94,6118
65,99,6119
65,98,6120
14,59,6121
14,58,6122
14,57,6123
14,56,6124
14,55,6125
14,54,6126
14,53,6127
14,52,6128
14,51,6129
14,50,6130
6,42,6131
106,141,6132
18,119,6133
18,118,6134
18,117,6135
18,116,6136
18,115,6137
